ID,Name,Glottocode
209,Western Votic,west2391
212,Courland Livonian,west1760
701,Sosva Mansi,nort2677
801,Obdorsk Khanty,obdo1234
807,Vakh-Vasyugan Khanty,fare1244
902,Tundra Nenets,nene1249
907,Selkup,tazz1244
