ID,Target_Form_ID,Source_Form_ID,Comment,Source,Likelihood,SourceLanguoid
401-257-1,401-257-1,,,Isanbaev1994,clear,Tatar
401-257-2,401-257-2,,,Holopainen2019;Katz2003,possible,Indo-Iranian
101-258-1,101-258-1,,,AlguDB,clear,North Germanic
102-258-1,102-258-1,,,AlguDB,clear,North Germanic
104-258-1,104-258-1,,,AlguDB,clear,North Germanic
106-258-1,106-258-1,,,AlguDB,clear,North Germanic
107-258-1,107-258-1,,,AlguDB,clear,North Germanic
108-258-1,108-258-1,,,Rieler2009,clear,Norvegian
301-258-1,301-258-1,,,Grunthal2012;vanPareren2009,possible,Baltic
301-258-2,301-258-2,,,Grunthal2012;vanPareren2009,possible,Baltic
907-258-1,907-258-1,,,SolkWb,probable,Yeniseian
501-258-1,501-258-1,,,Saarikivi2018;Hausenberg1985,possible,Finnic
503-258-1,503-258-1,,,Saarikivi2018;Hausenberg1985,possible,Finnic
101-259-1,101-259-1,,,SSA;UEW;Lehtiranta1989,clear,Finnic
102-259-1,102-259-1,,,SSA;UEW;Lehtiranta1989,clear,Finnic
102-259-2,102-259-2,,,SSA;UEW;Lehtiranta1989,clear,Finnic
104-259-1,104-259-1,,,SSA;UEW;Lehtiranta1989,clear,Finnic
104-259-2,104-259-2,,,SSA;UEW;Lehtiranta1989,clear,Finnic
105-259-1,105-259-1,,,Aikio2007;Sammallahti1998,clear,Finnic
107-259-1,107-259-1,,,SSA;UEW;Lehtiranta1989,clear,Finnic
108-259-1,108-259-1,,,Rieler2009,probable,Finnic
203-26-1,203-26-1,,,SSA;NES;Joki1973,possible,Indo-European
204-26-1,204-26-1,,,SSA;NES;Joki1973,possible,Indo-European
208-26-1,208-26-1,,,SSA;NES;Joki1973,possible,Indo-European
209-26-1,209-26-1,,,SSA;NES;Joki1973,possible,Indo-European
207-26-1,207-26-1,,,Holopainen2019;SSA;UEW,possible,Indo-Iranian
208-26-2,208-26-2,,,Holopainen2019;SSA;UEW,possible,Indo-Iranian
209-26-2,209-26-2,,,Holopainen2019;SSA;UEW,possible,Indo-Iranian
212-26-1,212-26-1,,,Holopainen2019;SSA;UEW,possible,Indo-Iranian
301-26-1,301-26-1,,,Holopainen2019;SSA;UEW,possible,Indo-Iranian
601-26-1,601-26-1,,,Holopainen2019;SSA;UEW,possible,Indo-Iranian
807-26-1,807-26-1,,,Holopainen2019;SSA;UEW,possible,Indo-Iranian
210-26-1,210-26-1,,,EES;Koivulehto2016,possible,North-Western-Indo-European
211-26-1,211-26-1,,,EES;Koivulehto2016,possible,North-Western-Indo-European
401-26-1,401-26-1,,,TscherWb,clear,Russian
107-26-1,107-26-1,,,Korhonen1981,clear,Finnic
108-26-1,108-26-1,,,Korhonen1981,clear,Finnic
208-26-3,208-26-3,,,Junttila2015,clear,Baltic
101-26-2,101-26-2,,,Qvigstad1893,clear,North Germanic
101-26-3,101-26-3,,,Qvigstad1893,clear,North Germanic
104-26-1,104-26-1,,,Sammallahti1998,clear,Finnic
105-26-1,105-26-1,,,Sammallahti1998,clear,Finnic
106-26-1,106-26-1,,,Sammallahti1998,clear,Finnic
204-260-2,204-260-2,,,Junttila2015;SSA,probable,Baltic
207-260-1,207-260-1,,,SSA,probable,Slavic
301-260-1,301-260-1,,,Holopainen2019;Bereczki2013,possible,Indo-Iranian_or_Iranian
401-260-1,401-260-1,,,Holopainen2019;Bereczki2013,possible,Indo-Iranian_or_Iranian
701-260-1,701-260-1,,,Holopainen2019;Korenchy1972,probable,Iranian
807-260-1,807-260-1,,,Holopainen2019;Korenchy1972,probable,Iranian
101-260-1,101-260-1,,,Lagercrantz1939,clear,Finnic
101-260-2,101-260-2,,,Lagercrantz1939,clear,Finnic
104-260-1,104-260-1,,,Lehtiranta1989,clear,Finnic
105-260-1,105-260-1,,,Sammallahti1998,clear,Finnic
106-260-1,106-260-1,,,Sammallahti1998,clear,Finnic
107-260-1,107-260-1,,,Lehtiranta1989,clear,Finnic
108-260-1,108-260-1,,,Rieler2009,clear,Finnic
501-261-2,501-261-2,,,Kalima1911,clear,Russian
208-262-1,208-262-1,,,EES,possible,Russian
209-262-2,209-262-2,,,EES,possible,Russian
209-262-3,209-262-3,,,EES,possible,Russian
102-262-2,102-262-2,,,AlguDB,clear,North Germanic
203-263-1,203-263-1,,,LAGLOS;SSA;EES,possible,Germanic_or_North_Germanic
204-263-1,204-263-1,,,LAGLOS;SSA;EES,possible,Germanic_or_North_Germanic
208-263-1,208-263-1,,,LAGLOS;SSA;EES,possible,Germanic_or_North_Germanic
209-263-1,209-263-1,,,LAGLOS;SSA;EES,possible,Germanic_or_North_Germanic
210-263-1,210-263-1,,,LAGLOS;SSA;EES,possible,Germanic_or_North_Germanic
210-263-2,210-263-2,,,LAGLOS;SSA;EES,possible,Germanic_or_North_Germanic
210-263-3,210-263-3,,,LAGLOS;SSA;EES,possible,Germanic_or_North_Germanic
211-263-1,211-263-1,,,LAGLOS;SSA;EES,possible,Germanic_or_North_Germanic
212-263-1,212-263-1,,,LAGLOS;SSA;EES,possible,Germanic_or_North_Germanic
212-263-2,212-263-2,,,Suhonen1973,clear,Latvian
105-263-1,105-263-1,,,Koivulehto1976,clear,Germanic
106-263-1,106-263-1,,,Koivulehto1976,clear,Germanic
107-263-1,107-263-1,,,Koivulehto1976,clear,Germanic
601-263-1,601-263-1,,,WOT;TESz,clear,West Old Turkic
601-263-2,601-263-2,,,WOT;TESz,clear,West Old Turkic
907-263-1,907-263-1,,,SolkWb,clear,Russian
101-263-2,101-263-2,,,Lagercrantz1939,clear,North Germanic
102-263-1,102-263-1,,,Lagercrantz1939,clear,North Germanic
104-263-1,104-263-1,,,Lagercrantz1939,clear,North Germanic
107-263-2,107-263-2,,,,clear,Finnic
108-263-1,108-263-1,,,,clear,Finnic
601-264-2,601-264-2,,,WOT,probable,West Old Turkic
907-264-1,907-264-1,,,SolkWb,possible,Turkic
208-264-2,208-264-2,,,MH,clear,Germanic
209-264-1,209-264-1,,,MH,clear,Germanic
101-264-1,101-264-1,,,Lagercrantz1939,clear,North Germanic
104-264-1,104-264-1,,,Qvigstad1893,clear,North Germanic
104-264-2,104-264-2,,,SSA,clear,Finnic
105-264-1,105-264-1,,,Sammallahti1998,clear,Finnic
107-264-2,107-264-2,,,SSA,clear,Finnic
107-265-1,107-265-1,,,SSA,clear,Finnic
203-265-1,203-265-1,,,LAGLOS;SSA;EES;NES,clear,Germanic
208-265-1,208-265-1,,,LAGLOS;SSA;EES;NES,clear,Germanic
204-265-1,204-265-1,,,MH,clear,Russian
210-265-1,210-265-1,,,EES,clear,Low German
211-265-1,211-265-1,,,EES,clear,Low German
105-265-2,105-265-2,,,Itkonen1958b,clear,North Germanic
101-265-2,101-265-2,,,Koivulehto1991,possible,Proto-Indo-European
102-265-1,102-265-1,,,Koivulehto1991,possible,Proto-Indo-European
104-265-1,104-265-1,,,Koivulehto1991,possible,Proto-Indo-European
106-265-1,106-265-1,,,Koivulehto1991,possible,Proto-Indo-European
504-265-1,504-265-1,,,Metsaranta2017;Holopainen2019;Koivulehto1991,clear,Indo-Iranian
207-265-1,207-265-1,,,MH,clear,Russian
209-265-2,209-265-2,,,VKJMS,clear,Russian
501-265-1,501-265-1,,,Kalima1911,clear,Russian
503-265-1,503-265-1,,,KoPRSl,clear,Russian
203-266-1,203-266-1,,,LAGLOS;SSA;EES;NES,clear,Germanic
204-266-1,204-266-1,,,LAGLOS;SSA;EES;NES,clear,Germanic
207-266-1,207-266-1,,,LAGLOS;SSA;EES;NES,clear,Germanic
208-266-1,208-266-1,,,LAGLOS;SSA;EES;NES,clear,Germanic
209-266-1,209-266-1,,,LAGLOS;SSA;EES;NES,clear,Germanic
210-266-1,210-266-1,,,LAGLOS;SSA;EES;NES,clear,Germanic
211-266-1,211-266-1,,,LAGLOS;SSA;EES;NES,clear,Germanic
101-266-1,101-266-1,,,Lagercrantz1939,clear,North Germanic
102-266-1,102-266-1,,,Lagercrantz1939,clear,North Germanic
104-266-1,104-266-1,,,Lagercrantz1939,clear,North Germanic
105-266-1,105-266-1,,,Lagercrantz1939,clear,North Germanic
401-266-1,401-266-1,,,TscherWb,clear,Chuvash
501-266-1,501-266-1,,,KESK,clear,Turkic
501-266-2,501-266-2,,,Holopainen2019;Csucs2005,clear,Iranian
503-266-1,503-266-1,,,Holopainen2019;Csucs2005,clear,Iranian
504-266-1,504-266-1,,,Holopainen2019;Csucs2005,clear,Iranian
601-266-1,601-266-1,,,WOT,clear,West Old Turkic
907-266-1,907-266-1,,,SolkWb,clear,Russian
701-266-1,701-266-1,,,Toivonen1956;DEWOS,clear,Komi
807-266-1,807-266-1,,,Toivonen1956;DEWOS,clear,Komi
106-266-1,106-266-1,,,SSA,clear,Finnic
107-266-1,107-266-1,,,SSA,clear,Finnic
108-266-1,108-266-1,,,SSA,clear,Finnic
203-267-1,203-267-1,,,SSA;NES,clear,Russian
204-267-1,204-267-1,,,SSA,clear,Russian
204-267-2,204-267-2,,,SSA,possible,Russian
401-267-1,401-267-1,,,TscherWb,clear,Russian
105-267-1,105-267-1,,,Aikio2004a,clear,North Germanic
107-267-1,107-267-1,,,Lagercrantz1939,clear,North Germanic
108-267-1,108-267-1,,,Aikio2006,clear,North Germanic
501-267-1,501-267-1,,,Kalima1911,clear,Russian
501-267-2,501-267-2,,,Kalima1911,clear,Russian
503-267-1,503-267-1,,,KoPRSl,clear,Russian
210-269-2,210-269-2,,,Holopainen2019;Parpola2010;Koivulehto1999,clear,Indo-Iranian
211-269-1,211-269-1,,,Holopainen2019;Parpola2010;Koivulehto1999,clear,Indo-Iranian
212-269-1,212-269-1,,,Holopainen2019;Parpola2010;Koivulehto1999,clear,Indo-Iranian
401-269-1,401-269-1,,,Holopainen2019;Parpola2010;Koivulehto1999;Bereczki2013,clear,Indo-Iranian
101-269-1,101-269-1,,,SSA,clear,Finnic
102-269-1,102-269-1,,,SSA,clear,Finnic
104-269-1,104-269-1,,,SSA,clear,Finnic
105-269-1,105-269-1,,,Aikio2007;Sammallahti1998,clear,Finnic
106-269-1,106-269-1,,,SSA,clear,Finnic
107-269-1,107-269-1,,,SSA,clear,Finnic
108-269-1,108-269-1,,,Rieler2009,clear,Finnic
601-270-1,601-270-1,,,TESz;Zaicz2006,possible,Iranian
203-271-1,203-271-1,,,LAGLOS;vanLinde2007;SSA;EES;NES,probable,Germanic
203-271-2,203-271-2,,,LAGLOS;vanLinde2007;SSA;EES;NES,probable,Germanic
204-271-1,204-271-1,,,LAGLOS;vanLinde2007;SSA;EES;NES,probable,Germanic
208-271-1,208-271-1,,,LAGLOS;vanLinde2007;SSA;EES;NES,probable,Germanic
209-271-1,209-271-1,,,LAGLOS;vanLinde2007;SSA;EES;NES,probable,Germanic
210-271-1,210-271-1,,,LAGLOS;vanLinde2007;SSA;EES;NES,probable,Germanic
211-271-1,211-271-1,,,LAGLOS;vanLinde2007;SSA;EES;NES,probable,Germanic
211-271-2,211-271-2,,,LAGLOS;vanLinde2007;SSA;EES;NES,probable,Germanic
212-271-1,212-271-1,,,LAGLOS;vanLinde2007;SSA;EES;NES,probable,Germanic
105-271-2,105-271-2,,,Lagercrantz1939,clear,North Germanic
106-271-1,106-271-1,,,Lagercrantz1939,clear,North Germanic
107-271-1,107-271-1,,,Lagercrantz1939,clear,North Germanic
204-272-1,204-272-1,,,SSA;EES,possible,Indo-European
207-272-1,207-272-1,,,SSA;EES,possible,Indo-European
208-272-1,208-272-1,,,SSA;EES,possible,Indo-European
209-272-1,209-272-1,,,SSA;EES,possible,Indo-European
105-272-1,105-272-1,,,Lagercrantz1939,possible,North Germanic
401-272-1,401-272-1,,,TscherWb,probable,Chuvash
107-272-1,107-272-1,,,SSA,clear,Finnic
108-272-1,108-272-1,,,SSA,clear,Finnic
105-273-1,105-273-1,,,Koivulehto1988a,clear,Finnic
106-273-1,106-273-1,,,Koivulehto1988a,clear,Finnic
101-273-1,101-273-1,,,Qvigstad1893,clear,North Germanic
102-273-1,102-273-1,,,Qvigstad1893,clear,North Germanic
104-273-1,104-273-1,,,Qvigstad1893,clear,North Germanic
401-273-1,401-273-1,,,TscherWb,clear,Chuvash
203-274-1,203-274-1,,,Koivulehto1988a;SSA,possible,Proto-Indo-European
204-274-1,204-274-1,,,Koivulehto1988a;SSA,possible,Proto-Indo-European
207-274-1,207-274-1,,,Koivulehto1988a;SSA,possible,Proto-Indo-European
208-274-1,208-274-1,,,Koivulehto1988a;SSA,possible,Proto-Indo-European
209-274-1,209-274-1,,,Koivulehto1988a;SSA,possible,Proto-Indo-European
210-274-1,210-274-1,,,Koivulehto1988a;SSA,possible,Proto-Indo-European
211-274-1,211-274-1,,,Koivulehto1988a;SSA,possible,Proto-Indo-European
212-274-1,212-274-1,,,Koivulehto1988a;SSA,possible,Proto-Indo-European
101-274-1,101-274-1,,,SSA,clear,North Germanic
102-274-1,102-274-1,,,SSA,clear,North Germanic
104-274-1,104-274-1,,,SSA,clear,North Germanic
105-274-1,105-274-1,,,SSA,clear,North Germanic
401-274-2,401-274-2,,,Isanbaev1994;TscherWb,clear,Tatar
504-274-2,504-274-2,,,Tarakanov1993;WotjWsch,clear,Tatar
601-274-1,601-274-1,,,Kniezsa1974;Zaicz2006;TESz,clear,Slavic
701-274-1,701-274-1,,,Kalman1961,clear,Komi
105-274-2,105-274-2,,,SSA,clear,Finnic
106-274-1,106-274-1,,,SSA,clear,Finnic
107-274-1,107-274-1,,,SSA,clear,Finnic
212-275-1,212-275-1,,,Suhonen1973,clear,Latvian
107-275-2,107-275-2,,,Itkonen1958b,clear,Russian
108-275-2,108-275-2,,,Rieler2009,clear,Russian
503-275-1,503-275-1,,,Rogov1869,clear,Russian
203-276-1,203-276-1,,,Junttila2015;SSA;EES,probable,Baltic
204-276-1,204-276-1,,,Junttila2015;SSA;EES,probable,Baltic
207-276-1,207-276-1,,,Junttila2015;SSA;EES,probable,Baltic
210-276-1,210-276-1,,,Junttila2015;SSA;EES,probable,Baltic
211-276-1,211-276-1,,,Junttila2015;SSA;EES,probable,Baltic
212-276-1,212-276-1,,,Junttila2015;SSA;EES,probable,Baltic
301-276-3,301-276-3,,,MordWb,clear,Russian
401-276-1,401-276-1,,,TscherWb,clear,Tatar
401-276-2,401-276-2,,,Isanbaev1994;TscherWb,clear,Tatar
208-276-1,208-276-1,,,InkmSk,clear,Russian
209-276-1,209-276-1,,,VKJMS,clear,Russian
101-277-3,101-277-3,,,SSA,clear,Finnic
104-277-2,104-277-2,,,SSA;Lehtiranta1989,clear,Finnic
108-277-1,108-277-1,,,SSA,clear,Finnic
209-278-1,209-278-1,,,Junttila2015;SSA;EES;NES,probable,Baltic
210-278-1,210-278-1,,,Junttila2015;SSA;EES;NES,probable,Baltic
211-278-1,211-278-1,,,Junttila2015;SSA;EES;NES,probable,Baltic
212-278-1,212-278-1,,,Junttila2015;SSA;EES;NES,probable,Baltic
101-278-1,101-278-1,,,Qvigstad1893,possible,North Germanic
101-278-2,101-278-2,,,Qvigstad1893,possible,North Germanic
104-278-1,104-278-1,,,Qvigstad1893,possible,North Germanic
105-278-1,105-278-1,,,Qvigstad1893,possible,North Germanic
106-278-1,106-278-1,,,Qvigstad1893,possible,North Germanic
102-278-2,102-278-2,,,Schlachter1958,clear,North Germanic
301-278-1,301-278-1,,,CygnakinMosin2015,clear,Russian
401-278-2,401-278-2,,,TscherWb,clear,Chuvash
401-278-3,401-278-3,,,TscherWb,clear,Chuvash
601-278-1,601-278-1,,,WOT,clear,West Old Turkic
203-279-1,203-279-1,,,Junttila2015;SSA;NES;EES,clear,Baltic
203-279-2,203-279-2,,,Junttila2015;SSA;NES;EES,clear,Baltic
204-279-1,204-279-1,,,Junttila2015;SSA;NES;EES,clear,Baltic
207-279-1,207-279-1,,,Junttila2015;SSA;NES;EES,clear,Baltic
208-279-1,208-279-1,,,Junttila2015;SSA;NES;EES,clear,Baltic
209-279-1,209-279-1,,,Junttila2015;SSA;NES;EES,clear,Baltic
210-279-1,210-279-1,,,Junttila2015;SSA;NES;EES,clear,Baltic
211-279-1,211-279-1,,,Junttila2015;SSA;NES;EES,clear,Baltic
212-279-1,212-279-1,,,Junttila2015;SSA;NES;EES,clear,Baltic
301-279-1,301-279-1,,,Holopainen2019,clear,Indo-Iranian
401-279-1,401-279-1,,,Holopainen2019,probable,Indo-Iranian
504-279-1,504-279-1,,,Holopainen2019,clear,Indo-Iranian
105-279-1,105-279-1,,,Holopainen2019,possible,Indo-Iranian
102-279-2,102-279-2,,,SSA,possible,Indo-European
108-279-1,108-279-1,,,Rieler2009,clear,Indo-European
401-279-2,401-279-2,,,TscherWb,clear,Chuvash
504-279-2,504-279-2,,,Alatyrev1988,possible,Volga Bulgar Turkic
501-279-1,501-279-1,,,SSA,possible,Indo-Iranian
503-279-1,503-279-1,,,SSA,possible,Indo-Iranian
504-279-3,504-279-3,,,Tarakanov1993,clear,Tatar
101-28-1,101-28-1,,,Lagercrantz1939,clear,North Germanic
210-280-2,210-280-2,,,EES,possible,Latvian
211-280-1,211-280-1,,,EES,possible,Latvian
601-280-1,601-280-1,,,WOT;TESz,probable,West Old Turkic
212-281-1,212-281-1,,,Junttila2015,possible,Baltic
601-281-1,601-281-1,,,WOT;TESz;Zaicz2006,possible,West Old Turkic
503-282-1,503-282-1,,,Rogov1869,clear,Russian
104-282-1,104-282-1,,,SSA,clear,North Germanic
105-282-1,105-282-1,,,Sammallahti1998;SSA,clear,North Germanic
106-282-1,106-282-1,,,SSA,clear,North Germanic
107-282-1,107-282-1,,,SSA,clear,North Germanic
107-282-2,107-282-2,,,SSA,clear,North Germanic
301-282-1,301-282-1,,,CygnakinMosin2015,clear,Russian
401-282-2,401-282-2,,,Koivulehto1971,possible,Proto-Indo-European
503-282-2,503-282-2,,,Koivulehto1971,possible,Proto-Indo-European
101-283-1,101-283-1,,,Koivulehto2001,probable,North-Western-Indo-European
102-283-1,102-283-1,,,Koivulehto2001,probable,North-Western-Indo-European
104-283-1,104-283-1,,,Koivulehto2001,probable,North-Western-Indo-European
105-283-1,105-283-1,,,Koivulehto2001,probable,North-Western-Indo-European
106-283-1,106-283-1,,,Koivulehto2001,probable,North-Western-Indo-European
107-283-1,107-283-1,,,Koivulehto2001,probable,North-Western-Indo-European
108-283-1,108-283-1,,,Koivulehto2001,probable,North-Western-Indo-European
203-283-1,203-283-1,,,Koivulehto2001,probable,North-Western-Indo-European
204-283-1,204-283-1,,,Koivulehto2001,probable,North-Western-Indo-European
207-283-1,207-283-1,,,Koivulehto2001,probable,North-Western-Indo-European
208-283-1,208-283-1,,,Koivulehto2001,probable,North-Western-Indo-European
209-283-1,209-283-1,,,Koivulehto2001,probable,North-Western-Indo-European
301-283-1,301-283-1,,,Koivulehto2001,probable,North-Western-Indo-European
203-284-1,203-284-1,,,LAGLOS;SSA;EES;NES,possible,Germanic
204-284-1,204-284-1,,,LAGLOS;SSA;EES;NES,possible,Germanic
204-284-2,204-284-2,,,LAGLOS;SSA;EES;NES,possible,Germanic
208-284-1,208-284-1,,,LAGLOS;SSA;EES;NES,possible,Germanic
211-284-1,211-284-1,,,LAGLOS;SSA;EES;NES,possible,Germanic
210-284-2,210-284-2,,,LAGLOS;SSA;EES;NES,possible,Germanic
210-284-3,210-284-3,,,LAGLOS;SSA;EES;NES,possible,Germanic
101-284-1,101-284-1,,,MH,clear,North Germanic
503-284-1,503-284-1,,,Rogov1869,clear,Russian
105-285-3,105-285-3,,,MH,clear,Finnic
204-286-1,204-286-1,,,SSA,clear,Russian
207-286-1,207-286-1,,,SSA,clear,Russian
208-286-1,208-286-1,,,SSA,clear,Russian
209-286-1,209-286-1,,,SSA,clear,Ingrian
401-286-1,401-286-1,,,Versinin2004,clear,Russian
601-286-1,601-286-1,,,Kniezsa1974,clear,Slavic
301-286-1,301-286-1,,,CygnakinMosin2015,clear,Russian
907-287-1,907-287-1,,,SolkWb,possible,Yeniseian
101-288-1,101-288-1,,,Holopainen2018,possible,Indo-Iranian_or_Indo-European
102-288-1,102-288-1,,,Holopainen2018,possible,Indo-Iranian_or_Indo-European
104-288-1,104-288-1,,,Holopainen2018,possible,Indo-Iranian_or_Indo-European
105-288-2,105-288-2,,,Holopainen2018,possible,Indo-Iranian_or_Indo-European
101-288-2,101-288-2,,,Lagercrantz1939,clear,North Germanic
101-288-3,101-288-3,,,Lagercrantz1939,clear,North Germanic
102-288-2,102-288-2,,,Lagercrantz1939,clear,North Germanic
301-288-3,301-288-3,,,CygnakinMosin2015,clear,Turkic
401-288-3,401-288-3,,,Isanbaev1994,clear,Tatar
203-289-1,203-289-1,,,SSA,clear,Baltic
204-289-1,204-289-1,,,SSA,clear,Baltic
204-289-2,204-289-2,,,SSA,clear,Baltic
207-289-1,207-289-1,,,SSA,clear,Baltic
210-289-1,210-289-1,,,EES,clear,Low German
211-289-1,211-289-1,,,EES,clear,Low German
212-289-1,212-289-1,,,Koivulehto1999,possible,Indo-European
102-289-1,102-289-1,,,SSA,clear,Finnic
104-289-1,104-289-1,,,SSA,clear,Finnic
105-289-1,105-289-1,,,SSA,clear,Finnic
401-289-1,401-289-1,,,Isanbaev1994,clear,Tatar
106-289-1,106-289-1,,,SSA,clear,Finnic
107-289-1,107-289-1,,,SSA,clear,Finnic
108-289-1,108-289-1,,,Rieler2009,probable,Baltic
212-289-2,212-289-2,,,Suhonen1973,clear,Latvian
212-289-3,212-289-3,,,Suhonen1973,clear,Latvian
104-289-2,104-289-2,,,MH,clear,North Germanic
208-289-1,208-289-1,,,EES,clear,Estonian
209-289-1,209-289-1,,,EES,clear,Estonian
212-29-2,212-29-2,,,Junttila2015,possible,Baltic
102-29-1,102-29-1,,,Lehtiranta2001,probable,Finnic
807-29-1,807-29-1,,,Futaky1975;UEW,possible,Tungusic
301-29-2,301-29-2,,,Versinin2004,probable,Russian
501-29-2,501-29-2,,,Csucs2005;UEW;Koivulehto1991,probable,North-Western-Indo-European
503-29-2,503-29-2,,,Csucs2005;UEW;Koivulehto1991,probable,North-Western-Indo-European
504-29-1,504-29-1,,,Csucs2005;UEW;Koivulehto1991,probable,North-Western-Indo-European
401-29-2,401-29-2,,,TscherWb,clear,Chuvash
208-29-2,208-29-2,,,SSA,possible,Finnish
203-290-1,203-290-1,,,SSA;EES,clear,Baltic
204-290-1,204-290-1,,,SSA;EES,clear,Baltic
204-290-2,204-290-2,,,SSA;EES,clear,Baltic
208-290-1,208-290-1,,,SSA;EES,clear,Baltic
209-290-1,209-290-1,,,EES;SSA,clear,Baltic
210-290-1,210-290-1,,,EES;SSA,clear,Baltic
210-290-2,210-290-2,,,EES;SSA,clear,Baltic
211-290-1,211-290-1,,,EES;SSA,clear,Baltic
211-290-2,211-290-2,,,EES;SSA,clear,Baltic
301-290-1,301-290-1,,,EES,possible,Baltic
301-290-2,301-290-2,,,EES,possible,Baltic
601-291-1,601-291-1,,,Kniezsa1974,clear,Slavic
401-291-2,401-291-2,,,TscherWb,clear,Tatar
106-291-1,106-291-1,,,SSA,clear,Finnic
107-291-1,107-291-1,,,SSA,clear,Finnic
203-292-1,203-292-1,,,Holopainen2019;Parpola2010,possible,Indo-Iranian
204-292-1,204-292-1,,,Holopainen2019;Parpola2010,possible,Indo-Iranian
207-292-1,207-292-1,,,Holopainen2019;Parpola2010,possible,Indo-Iranian
208-292-1,208-292-1,,,Holopainen2019;Parpola2010,possible,Indo-Iranian
209-292-1,209-292-1,,,Holopainen2019;Parpola2010,possible,Indo-Iranian
106-293-1,106-293-1,,,SSA,possible,Finnic
107-293-1,107-293-1,,,SSA,possible,Finnic
503-294-1,503-294-1,,,Rogov1869,clear,Russian
203-295-1,203-295-1,,,Junttila2015;SSA;EES,possible,Baltic
204-295-1,204-295-1,,,Junttila2015;SSA;EES,possible,Baltic
204-295-2,204-295-2,,,Junttila2015;SSA;EES,possible,Baltic
207-295-1,207-295-1,,,Junttila2015;SSA;EES,possible,Baltic
208-295-1,208-295-1,,,Junttila2015;SSA;EES,possible,Baltic
209-295-1,209-295-1,,,Junttila2015;SSA;EES,possible,Baltic
210-295-1,210-295-1,,,Junttila2015;SSA;EES,possible,Baltic
211-295-1,211-295-1,,,Junttila2015;SSA;EES,possible,Baltic
211-295-2,211-295-2,,,Junttila2015;SSA;EES,possible,Baltic
212-295-1,212-295-1,,,Junttila2015;SSA;EES,possible,Baltic
401-295-1,401-295-1,,,TscherWb,clear,Chuvash
209-296-1,209-296-1,,,VKJMS,clear,Russian
107-297-1,107-297-1,,,SSA,clear,Finnic
108-297-1,108-297-1,,,Rieler2009,probable,Finnic
108-297-2,108-297-2,,,Rieler2009,probable,Finnic
101-297-1,101-297-1,,,Sammallahti1999,possible,Indo-Iranian
102-297-1,102-297-1,,,Sammallahti1999,possible,Indo-Iranian
104-297-1,104-297-1,,,Sammallahti1999,possible,Indo-Iranian
106-297-1,106-297-1,,,Sammallahti1999,possible,Indo-Iranian
504-297-1,504-297-1,,,Holopainen2019,clear,Iranian
204-298-1,204-298-1,,,MH,clear,Russian
204-298-2,204-298-2,,,MH,clear,Russian
207-298-1,207-298-1,,,MH,clear,Russian
208-298-2,208-298-2,,,InkmSk,clear,Russian
209-298-2,209-298-2,,,VKJMS,clear,Russian
504-298-1,504-298-1,,,Alatyrev1988,clear,Tatar
209-298-3,209-298-3,,,SSA,clear,Estonian
301-298-3,301-298-3,,,MordWb,clear,Russian
503-298-1,503-298-1,,,KoPRSl,clear,Russian
401-3-2,401-3-2,,,Bereczki2013,probable,Volga Bulgar Turkic
203-30-1,203-30-1,,,Junttila2015;SSA;EES;NES,clear,Baltic
204-30-1,204-30-1,,,Junttila2015;SSA;EES;NES,clear,Baltic
207-30-1,207-30-1,,,Junttila2015;SSA;EES;NES,clear,Baltic
208-30-1,208-30-1,,,Junttila2015;SSA;EES;NES,clear,Baltic
209-30-1,209-30-1,,,Junttila2015;SSA;EES;NES,clear,Baltic
210-30-1,210-30-1,,,Junttila2015;SSA;EES;NES,clear,Baltic
211-30-1,211-30-1,,,Junttila2015;SSA;EES;NES,clear,Baltic
212-30-1,212-30-1,,,Junttila2015;SSA;EES;NES,clear,Baltic
701-300-1,701-300-1,,,MH,clear,Russian
101-301-1,101-301-1,,,Lagercrantz1939,clear,North Germanic
102-301-1,102-301-1,,,Schlachter1958,clear,North Germanic
104-301-1,104-301-1,,,Lagercrantz1939,clear,North Germanic
102-301-2,102-301-2,,,SSA,probable,Indo-European
104-301-2,104-301-2,,,SSA,probable,Indo-European
105-301-1,105-301-1,,,Sammallahti1998;SSA,probable,Indo-European
105-301-2,105-301-2,,,Sammallahti1998;SSA,probable,Indo-European
106-301-1,106-301-1,,,SSA,probable,Indo-European
107-301-1,107-301-1,,,SSA,probable,Indo-European
108-301-1,108-301-1,,,Rieler2009,probable,Indo-European
204-301-1,204-301-1,,,EES,probable,Indo-European
207-301-1,207-301-1,,,EES,probable,Indo-European
208-301-1,208-301-1,,,EES,probable,Indo-European
208-301-2,208-301-2,,,InkmSk,clear,Russian
209-301-1,209-301-1,,,VKJMS,clear,Russian
203-301-1,203-301-1,,,LAGLOS;SSA;EES;NES,clear,Germanic
210-301-1,210-301-1,,,LAGLOS;SSA;EES;NES,clear,Germanic
211-301-1,211-301-1,,,LAGLOS;SSA;EES;NES,clear,Germanic
212-301-1,212-301-1,,,Suhonen1973,clear,Latvian
210-302-2,210-302-2,,,EES,probable,Low German
211-302-1,211-302-1,,,EES,probable,Low German
101-302-3,101-302-3,,,Aikio2004,probable,Unknown language
104-302-1,104-302-1,,,Aikio2004,probable,Unknown language
105-302-2,105-302-2,,,Aikio2004,probable,Unknown language
106-302-2,106-302-2,,,Aikio2004,probable,Unknown language
107-302-2,107-302-2,,,Aikio2004,probable,Unknown language
