ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,item_UPA,item_IPA,form_set,etym_notes,glossing_notes
105-288-1,,105,288,juoga,juoga,,Deriv.,SSSg,288-d,,,,,,4,,
203-288-1,,203,288,jokin,jokin,,Deriv.,JL,288-d,,,,,jo̞kin,4,,
208-288-2,,208,288,joɢu,joɢu,,,InkmSk,288-d,,,,joɢu,jog̊u ,4,,
101-288-1,,101,288,såemies,såemies,,,NSsNdb,288-e,,,,,,5,,
102-288-1,,102,288,sååmès,sååmès,,,WbWlap,288-e,,,,,,5,,
104-288-1,,104,288,såmes,såmes,,,EZ,288-e,,,,,,5,,
105-288-2,,105,288,soamis,soamis,,,SSSg,288-e,,,,,,5,"Holopainen2018: possibly not direct Indo-ir borrowing to Saamic, another archaic IE source also possible",
101-288-2,,101,288,"naan, naakene",naan,,,NSsNdb,288-f,,,,,,6,,
101-288-3,,101,288,"naan, naakene",naakene,,,NSsNdb,288-f,,,,,,6,,
102-288-2,,102,288,naaga(n),naaga,,,WbWlap,288-f,,,,,,6,,
301-288-3,,301,288,ta-kodamo,ta-kodamo,,,MordWb,288-g,,,,ta-kodamo,tɑ-kodɑmo,7,"""Ta"" 'some-' loan from Chuvash ""ta"" possible","'Something, someone'"
701-288-1,,701,288,mat,mat,,,WogWb,288-h,,,,mat,mɑt ,8,,
807-288-1,,807,288,"mətä, mətälʹi ~ mətäli",mətä,,"Former as attribute, latter as freestanding word",DEWbOstj,288-h,,,,"mətä, mətälʹi, mətäli","mətæ, mətæʎi, mətæli",8,,
807-288-2,,807,288,"mətä, mətälʹi ~ mətäli",mətälʹi ~ mətäli,,"Former as attribute, latter as freestanding word",DEWbOstj,288-h,,,,"mətä, mətälʹi, mətäli","mətæ, mətæʎi, mətæli",8,,
401-288-3,,401,288,ala-mo,ala-mo,,,SMSk;TscherWb,288-i,,,,ala-mo,ɑlɑ-mo,9,"""Ala"" 'maybe, some-' loan from Tatar; ""mo"" 'what'",
401-288-4,,401,288,"iktaž, iktaž-mo",iktaž,,,SMSk;TscherWb,288-j,,,,"iktaž, iktaž-mo","iktɑʒ, iktɑʒ-mo",10,,
401-288-5,,401,288,"iktaž, iktaž-mo",iktaž-mo,,,SMSk;TscherWb,288-j,,,,"iktaž, iktaž-mo","iktɑʒ, iktɑʒ-mo",10,,
902-288-1,,902,288,ŋəmkexəwa,ŋəmkexəwa,,,JurSWb,288-k,,,,,,11,,
108-288-1,,108,288,mugka-vier’t,mugka-vier’t,,,WOLD,288-l,,,,,mugːa-vierʲt,12,,
901-288-3,,901,288,kurədʹiküə,kurədʹiküə,,"Deriv. from ""kurədʹi"" 'what, which'",SlNgaRus,288-m,,,,kurədʹiküə,kurədʲikyə,13,,
301-289-1,,301,289,[No equivalent],,,No single word for 'hunt',MordWb,289-0,,,,,,0,[No equivalent],
0-289-1,,0,289,[Not reconstructable],,,,UEW;Sam88,289-?,,,,,,?,[Not reconstructable],
203-289-1,,203,289,metsästää,metsästää,,,JL,289-a,,,,,me̞t̪sæst̪æː,1,,
204-289-1,,204,289,"metšätteä, mettšuija",metšätteä,,Latter different deriv.,KKSV,289-a,,,,,,1,,
204-289-2,,204,289,"metšätteä, mettšuija",mettšuija,,Latter different deriv.,KKSV,289-a,,,,,,1,,
207-289-1,,207,289,metsata,metsata,,,VVS,289-a,,,,,,1,,
210-289-1,,210,289,jahtida,jahtida,,,SVSk,289-b,,,,,jɑhtitɑ,2,,
211-289-1,,211,289,jaht'ma,jaht'ma,,,VESr,289-b,,,,,,2,,
212-289-1,,212,289,aʾijə,aʾijə,,,LivWb,289-d,,,,,,4,,
102-289-1,,102,289,biwˈdeet,biwˈdeet,,"Cf. Fin “pǖtä-” 'hunt, ask for'",WbWlap,289-e,,,,,,5,,
104-289-1,,104,289,bivvdet,bivvdet,,,EZ,289-e,,,,,,5,,
105-289-1,,105,289,bivdit,bivdit,,,SSSg,289-e,,,,,,5,"Cf. Fin “pǖtä-” 'hunt, ask for'",
504-289-1,,504,289,pe̮jšurani̮,pe̮jšurani̮,,,WotjWsch,289-f,,,,pe̮jšurani̮,pɤjʃurɑnɯ,6,,
901-289-1,,901,289,kotədʹa,kotədʹa,,Deriv. from PSd *kåə- 'kill',SlNgaRus,289-g,,,,kotədʹa,kotədʲɑ,7,,"Cf. ""kotudʹa"" 'kill'"
902-289-1,,902,289,xanye°,xanye°,,,JurSWb,289-g,,,,,,7,,
401-289-1,,401,289,sonarlem,sonarlem,,,SMSk;TscherWb,289-h,,,,sonarlem,sonɑrlem ,8,,
501-289-1,,501,289,ve̮ravni̮,ve̮ravni̮,,"Deriv. from ""ve̮r"" 'forest'",SyrjWsch,289-i,,,,ve̮ravni̮,vɤrɑvnɯ ,9,,
503-289-1,,503,289,ve̮ravni̮,ve̮ravni̮,,"Deriv. from ""ve̮r"" 'forest'",KoPRSl,289-i,,,,ve̮ravni̮,vɤrɑvnɯ ,9,,
504-289-2,,504,289,ńuleskani̮,ńuleskani̮,,,WotjWsch,289-j,,,,ńuleskani̮,ɲuleskɑnɯ,10,"Deriv. from ""ńules"" 'woods'; from PU *ńulkV 'silver fir'",
601-289-1,,601,289,vadászik,vadászik,,,FMSz,289-k,,,,,vɒdaːsik,11,,
701-289-1,,701,289,kinsi,kinsi,,,WogWb,289-l,,,,kinsi,kinsi,12,From PFU *kenčV- 'search',
807-289-1,,807,289,kəṇčil-,kəṇčil-,,,DEWbOstj,289-l,,,,kəṇčil-,kəɳʧil- ,12,Deriv. from PFU *kenčV- 'search',"Glossed in Rus as ""lovit'"" 'catch, fish, hunt'"
907-289-1,,907,289,sūrəməj-,sūrəməj-,,,SolkWb,289-m,,,,sūrəməj-,suːrəməj- ,13,,
101-289-1,,101,289,vïjredh,vïjredh,,,NSsNdb,289-n,,,,,,14,,
106-289-1,,106,289,meä'cástiđ,meä'cástiđ,,,InsSSk,289-o,,,,,,1,"From PSa *mɛ̄ccē, cf. Fin “meččä”",
107-289-1,,107,289,miẹʹc(c)sted,miẹʹcsted,,,SKosSk,289-o,,,,,,1,"From PSa *mɛ̄ccē, cf. Fin “meččä”",
108-289-1,,108,289,miehc’,miehc’,,,WOLD,289-o,,,,,miehcʲ,1,"From PSa *mɛ̄ccē, cf. Fin “meččä”",
212-289-2,,212,289,jaktʹə,jaktʹə,,,LivWb,289-p,,,,,,2,"Latv ""jaktēt""",
212-289-3,,212,289,meʾdʹdʹə,meʾdʹdʹə,,,LivWb,289-q,,,,,,1,"Latv ""medīt""",
104-289-2,,104,289,jáktet,jáktet,,,EZ,289-r,,,,,,2,,
208-289-1,,208,289,jahti,jahti,,,InkmSk,289-s,,,,jahti,jɑhti,2,,Noun 'hunt'
209-289-1,,209,289,jahtì menemä,jahtì menemä,,,VKJMS,289-s,,,,jahtì menemä,jɑhtiˑ menemæ ,2,,
901-289-2,,901,289,basudʹa,basudʹa,,,SlNgaRus,289-s,,,,basudʹa,bɑsudʲɑ,15,,
203-29-1,,203,29,sanoa,sanoa,,,JL,29-a,,,,,sɑno̞ɑ,1,,
204-29-1,,204,29,sanuo,sanuo,,,KKSV,29-a,,,,,,1,,
207-29-1,,207,29,sanuda,sanuda,,,VVS,29-a,,,,,,1,,
208-29-1,,208,29,san̆nōa,san̆nōa,,,InkmSk,29-a,,,,saňnōa,sɑnˑoːɑ,1,,
209-29-1,,209,29,juttè̮ma,juttè̮ma,,,VKJMS,29-b,,,,juttè̮ma,jutːɤˑmɑ,2,,
210-29-1,,210,29,"ütelda, öelda",ütelda,,,SVSk,29-b,,,,,"ytːeltɑ, øeltɑ",2,"From PFW (FU?) *jukta- 'speak, tell'",
210-29-2,,210,29,"ütelda, öelda",öelda,,,SVSk,29-b,,,,,"ytːeltɑ, øeltɑ",2,"From PFW (FU?) *jukta- 'speak, tell'",
211-29-1,,211,29,ütlemä,ütlemä,,,VESr,29-b,,,,,,2,"From PFW (FU?) *jukta- 'speak, tell'",
301-29-1,,301,29,jovtams,jovtams,,,MordWb,29-b,,,,jovtams,jovtɑms ,2,"From PFW (FU?) *jukta- 'speak, tell'",
212-29-1,,212,29,re̮kkə,re̮kkə,,,LivWb,29-c,,,,,,3,,
212-29-2,,212,29,kīttə,kīttə,,,LivWb,29-d,,,,,,4,Not rejected but stated as dubious in Junttila2015,
105-29-1,,105,29,dadjat,dadjat,,,SSSg,29-e,,,,,,5,,
105-29-2,,105,29,lohkat,lohkat,,,SSSg,29-f,,,,,,6,,
102-29-1,,102,29,sàrdnoot,sàrdnoot,,,WbWlap,29-g,,,,,,7,,
101-29-1,,101,29,jiehtedh,jiehtedh,,,NSsNdb,29-h,,,,,,8,,
102-29-2,,102,29,jahteet,jahteet,,,WbWlap,29-h,,,,,,8,,
106-29-1,,106,29,celkkiđ,celkkiđ,,,InsSSk,29-i,,,,,,9,,
107-29-1,,107,29,ceäʹlǩǩed,ceäʹlǩǩed,,,SKosSk,29-i,,,,,,9,,
108-29-1,,108,29,ciellh’ke,ciellh’ke,,,WOLD,29-i,,,,,ciel̥ːʲke,9,,
807-29-1,,807,29,at-,at-,,,DEWbOstj,29-j,,,,at-,ɑt- ,10,,
301-29-2,,301,29,meŕems,meŕems,,,MordWb,29-k,,,,meŕems,merʲems,11,,
0-29-1,,0,29,*manV-,*manV-,,Correspondences unclear,UEW;Sam88,29-l,,,,,,12,,
401-29-1,,401,29,manam,manam,,,SMSk;TscherWb,29-l,,,,manam,mɑnɑm,12,Cognacy uncertain,
601-29-1,,601,29,mond,mond,,,FMSz,29-l,,,,,mond,12,,
901-29-1,,901,29,munsa,munsa,,,SlNgaRus,29-l,,,,munsa,munsɑ,12,,
902-29-1,,902,29,mancy°,mancy°,,,JurSWb,29-l,,,,,,12,,
501-29-1,,501,29,viśtavni̮,viśtavni̮,,,SyrjWsch,29-m,,,,viśtavni̮,viɕtɑvnɯ ,13,,
503-29-1,,503,29,viśtavni̮,viśtavni̮,,,KoPRSl,29-m,,,,viśtavni̮,viɕtɑvnɯ ,13,,
501-29-2,,501,29,šuni̮,šuni̮,,,SyrjWsch,29-n,,,,šuni̮,ʃunɯ ,14,,
503-29-2,,503,29,šuni̮,šuni̮,,,KoPRSl,29-n,,,,šuni̮,ʃunɯ ,14,,
504-29-1,,504,29,šui̮ni̮,šui̮ni̮,,,WotjWsch,29-n,,,,šui̮ni̮,ʃuɯnɯ,14,,
504-29-2,,504,29,verani̮,verani̮,,,WotjWsch,29-o,,,,verani̮,verɑnɯ,15,,
204-29-2,,204,29,paissa,paissa,,,KKSV,29-p,,,,,,16,,
701-29-1,,701,29,lāwi,lāwi,,,WogWb,29-q,,,,lāwi,lɑːwi ,17,,
807-29-2,,807,29,tŏḷəɣ-,tŏḷəɣ-,,,DEWbOstj,29-r,,,,tŏḷəɣ-,tŏɭəɣ-,18,,
907-29-1,,907,29,ke̮t-,ke̮t-,,,SolkWb,29-s,,,,ke̮t-,kɤt- ,19,,
106-29-2,,106,29,ettađ,ettađ,,,InsSSk,29-t,,,,,,23,,
401-29-2,,401,29,ojlem,ojlem,,,SMSk;TscherWb,29-t,,,,ojlem,ojlem,20,"Deriv. from ""oj"" 'speech, word'",
106-29-3,,106,29,pahudiđ,pahudiđ,,,InsSSk,29-u,,,,,,21,,
208-29-2,,208,29,verkkā,verkkā,,,InkmSk,29-v,,,,verkkā,verkːɑː,22,,
104-29-1,,104,29,rudnat,rudnat,,,EZ,29-w,,,,,,24,,
104-29-2,,104,29,hållåt,hållåt,,,EZ,29-x,,,,,,25,,
203-290-1,,203,290,tyttö,tyttö,,,JL,290-a,,,,,t̪yt̪ːø̞,1,,
204-290-1,,204,290,"tyttö, tytär",tyttö,,,KKSV,290-a,,,,,,1,,"Latter 'daughter', in Northern Karelian also 'girl'"
204-290-2,,204,290,"tyttö, tytär",tytär,,,KKSV,290-a,,,,,,1,,"Latter 'daughter', in Northern Karelian also 'girl'"
208-290-1,,208,290,tüttöĭ,tüttöĭ,,,InkmSk,290-a,,,,tüttöĭ,tytːøĭ,1,,
209-290-1,,209,290,tüttö,tüttö,,,VKJMS,290-a,,,,tüttö,tytːø,1,,
210-290-1,,210,290,"tütarlaps, tüdruk",tütarlaps,,,SVSk,290-a,,,,,"tytːɑrlapːs, tytruk",1,,
210-290-2,,210,290,"tütarlaps, tüdruk",tüdruk,,,SVSk,290-a,,,,,"tytːɑrlapːs, tytruk",1,,
211-290-1,,211,290,"tütrik, tütär'lats'",tütrik,,,VESr,290-a,,,,,,1,,
211-290-2,,211,290,"tütrik, tütär'lats'",tütär'lats',,,VESr,290-a,,,,,,1,,
301-290-1,,301,290,"tʹejtʹeŕ, tʹejtʹeŕka",tʹejtʹeŕ,,,MordWb,290-a,,,,"tʹejtʹeŕ, tʹejtʹeŕka","tʲejtʲerʲ, tʲejtʲerʲkɑ ",1,,
301-290-2,,301,290,"tʹejtʹeŕ, tʹejtʹeŕka",tʹejtʹeŕka,,,MordWb,290-a,,,,"tʹejtʹeŕ, tʹejtʹeŕka","tʲejtʲerʲ, tʲejtʲerʲkɑ ",1,,
0-290-1,,0,290,*näɣi ~ ?*nejδi,*näɣi ~ ?*nejδi,,,UEW;Sam88,290-b,,,,,,2,,
101-290-1,,101,290,nïejte,nïejte,,,NSsNdb,290-b,,,,,,2,,
102-290-1,,102,290,näìda,näìda,,,WbWlap,290-b,,,,,,2,,
104-290-1,,104,290,niejdan ~ näjjtso ~ näjjda,niejdan ~ näjjtso ~ näjjda,,,EZ,290-b,,,,,,2,,
105-290-1,,105,290,nieida,nieida,,,SSSg,290-b,,,,,,2,,
106-290-1,,106,290,niei'da,niei'da,,,InsSSk,290-b,,,,,,2,,
107-290-1,,107,290,nijdd,nijdd,,,SKosSk,290-b,,,,,,2,,
108-290-1,,108,290,nījta,nījta,,,WOLD,290-b,,,,,niːjta,2,,
207-290-1,,207,290,"neičukaine, neižne",neičukaine,,Derivs.,NRVS,290-b,,,,,,2,,
207-290-2,,207,290,"neičukaine, neižne",neižne,,Derivs.,NRVS,290-b,,,,,,2,,
212-290-1,,212,290,neìtst,neìtst,,,LivWb,290-b,,,,,,2,,
501-290-1,,501,290,ni̮v,ni̮v,,,SyrjWsch,290-b,,,,ni̮v,nɯv ,2,,"'Daughter, girl'"
503-290-1,,503,290,ni̮v,ni̮v,,,KoPRSl,290-b,,,,ni̮v,nɯv ,2,,
504-290-1,,504,290,ni̮l,ni̮l,,,WotjWsch,290-b,,,,ni̮l,nɯl ,2,,"'Daughter, girl'"
901-290-1,,901,290,ni̮ ńuə,ni̮ ńuə,,,SlNgaRus,290-b,,,,ni̮_ńuə,nɯ ɲuə,2,,"'Daughter, girl', lit. 'girl child'"
907-290-1,,907,290,netäŋ,netäŋ,,"Deriv. from ""ne"" 'woman'",SolkWb,290-b,,,,netäŋ,netæŋ,2,,
401-290-1,,401,290,üδə̑r,üδə̑r,,,SMSk;TscherWb,290-c,,,,üδə̑r,yðə̠r ,3,,
601-290-1,,601,290,"leány, lány",leány,,,FMSz,290-d,,,,,"lɛaːɲ, laːɲ",4,,"""Leány"" arch. form"
601-290-2,,601,290,"leány, lány",lány,,,FMSz,290-d,,,,,"lɛaːɲ, laːɲ",4,,"""Leány"" arch. form"
902-290-1,,902,290,pyíryibtya,pyíryibtya,,,JurSWb,290-e,,,,,,5,,
701-290-1,,701,290,āɣi,āɣi,,,WogWb,290-f,,,,āɣi,ɑːɣi ,6,,"'Daughter, girl'"
807-290-1,,807,290,ö̭ɣi,ö̭ɣi,,,DEWbOstj,290-f,,,,ö̭ɣi,ø̝ɣi ,6,,"'Daughter, girl'"
901-290-2,,901,290,kobtua,kobtua,,,SlNgaRus,290-g,,,,kobtua,kobtuɑ,7,,"'Daughter, girl'"
0-291-1,,0,291,[Not reconstructable],,,,UEW;Sam88,291-?,,,,,,?,[Not reconstructable],
104-291-1,,104,291,[Form not found],,,,EZ,291-?,,,,,,?,[Form not found],
203-291-1,,203,291,tylsä,tylsä,,,JL,291-a,,,,,t̪ylsæ,1,,
204-291-1,,204,291,tylttšä ~ tšylttšä,tylttšä ~ tšylttšä,,,KKSV,291-a,,,,,,1,,
207-291-1,,207,291,tülʹts,tülʹts,,,VVS,291-a,,,,,,1,,
212-291-1,,212,291,tē̮l(d)za,tē̮lza,,,LivWb,291-a,,,,,,1,,
208-291-1,,208,291,nürhi,nürhi,,,InkmSk,291-b,,,,nürhi,nyrhi,2,,
209-291-1,,209,291,nüri,nüri,,,VKJMS,291-b,,,,nüri,nyri ,2,,
210-291-1,,210,291,nüri,nüri,,,SVSk,291-b,,,,,nyri,2,,
211-291-1,,211,291,nühr,nühr,,,VESr,291-b,,,,,,2,,
301-291-1,,301,291,noška,noška,,,MordWb,291-b,,,,noška,noʃkɑ,2,,
401-291-1,,401,291,nüškö,nüškö,,,SMSk;TscherWb,291-b,,,,nüškö,nyʃkø,2,,
501-291-1,,501,291,ni̮ž,ni̮ž,,,SyrjWsch,291-b,,,,ni̮ž,nɯʒ ,2,,
503-291-1,,503,291,ni̮ž,ni̮ž,,,KoPRSl;RB,291-b,,,,ni̮ž,nɯʒ,2,,
504-291-1,,504,291,ni̮ž,ni̮ž,,,WotjWsch,291-b,,,,ni̮ž,nɯʒ ,2,,
105-291-1,,105,291,basttoheapme ~ bastteheapme,basttoheapme ~ bastteheapme,,,SSSg,291-c,,,,,,3,Comp.; first part from PFV *pise-tä-,
102-291-1,,102,291,"nuhpòda, nuhpaga",nuhpòda,,,WbWlap,291-d,,,,,,4,,
102-291-2,,102,291,"nuhpòda, nuhpaga",nuhpaga,,,WbWlap,291-d,,,,,,4,,
102-291-3,,102,291,niellee,niellee,,,WbWlap,291-e,,,,,,5,,
108-291-1,,108,291,mier’es’,mier’es’,,,WOLD,291-f,,,,,mierʲesʲ,6,,
601-291-1,,601,291,tompa,tompa,,,FMSz,291-g,,,,,tompɒ,7,,
701-291-1,,701,291,talʹəχ-sup,talʹəχ-sup,,,WogWb,291-h,,,,talʹəχ-sup,tɑʎəχ-sup,8,,"Comp.; lit. ""point-half"" (ie. 'lacking a [sharp] point')"
807-291-1,,807,291,"pelləɣ, pellǝɣǝki",pelləɣ,,"Derivs. from ""pel-"" 'stab'",DEWbOstj,291-i,,,,"pelləɣ,  pelləɣəki","pelːəɣ,  pelːəɣəki",9,,
807-291-2,,807,291,"pelləɣ, pellǝɣǝki",pellǝɣǝki,,"Derivs. from ""pel-"" 'stab'",DEWbOstj,291-i,,,,"pelləɣ,  pelləɣəki","pelːəɣ,  pelːəɣəki",9,,
902-291-1,,902,291,tin°xa,tin°xa,,,JurSWb,291-j,,,,,,10,,
401-291-2,,401,291,tokmak,tokmak,,,SMSk;TscherWb,291-k,,,,tokmak,tokmɑk,11,,
907-291-1,,907,291,qamələlʹ,qamələlʹ,,,SolkWb,291-l,,,,qamələlʹ,qɑmələʎ ,12,,
209-291-2,,209,291,tülp̄ʹ,tülp̄ʹ,,,VKJMS,291-m,,,,tülṕṕ,tylpʲpʲ,13,,
101-291-1,,101,291,nalhve,nalhve,,,NSsNdb,291-n,,,,,,14,,
106-291-1,,106,291,tulcce,tulcce,,,InsSSk,291-o,,,,,,1,,
107-291-1,,107,291,tåʹlcc,tåʹlcc,,,SKosSk,291-o,,,,,,1,,
901-291-1,,901,291,ti̮amə̄,ti̮amə̄,,,SlNgaRus,291-p,,,,ti̮amə̄,tɯɑməː,15,,
203-292-1,,203,292,sammuttaa,sammuttaa,,,JL,292-a,,,,,sɑmːut̪ːɑː,1,,
204-292-1,,204,292,sammuttoa,sammuttoa,,,KKSV,292-a,,,,,,1,,
207-292-1,,207,292,sambutada,sambutada,,,VVS,292-a,,,,,,1,,
208-292-1,,208,292,sammuttā,sammuttā,,,InkmSk,292-a,,,,sammuttā,sɑmːutːɑː,1,,
209-292-1,,209,292,sammutte̮ma,sammutte̮ma,,,VKJMS,292-a,,,,sammutte̮ma,sɑmːutːɤmɑ,1,,
0-292-1,,0,292,*kupsa-,*kupsa-,,,UEW;Sam88,292-b,,,,,,2,,
210-292-1,,210,292,kustutada,kustutada,,,SVSk,292-b,,,,,kustːutːɑtɑ,2,,
211-292-1,,211,292,kistutama,kistutama,,,VESr,292-b,,,,,,2,,
212-292-1,,212,292,kištànttə ~ küštànttə,kištànttə ~ küštànttə,,,LivWb,292-b,,,,,,2,,
501-292-1,,501,292,kuse̮dni̮,kuse̮dni̮,,,SyrjWsch,292-b,,,,kuse̮dni̮,kusɤdnɯ,2,,
503-292-1,,503,292,kuse̮tni̮,kuse̮tni̮,,,KoPRSl,292-b,,,,kuse̮tni̮,kusɤtnɯ ,2,,
504-292-1,,504,292,ki̮si̮ni̮,ki̮si̮ni̮,,,WotjWsch,292-b,,,,ki̮si̮ni̮,kɯsɯnɯ,2,,
807-292-1,,807,292,kowǝt-,kowǝt-,,,DEWbOstj,292-b,,,,kowət-,kowət-,2,,
901-292-1,,901,292,kəbtudʹa,kəbtudʹa,,,SlNgaRus,292-b,,,,kəbtudʹa,kəbtudʲɑ ,2,,
902-292-1,,902,292,xəbta-,xəbta-,,,JurSWb,292-b,,,,,,2,,
907-292-1,,907,292,qaptə-,qaptə-,,,SolkWb,292-b,,,,qaptə-,qɑptə-,2,,
105-292-1,,105,292,čáskadit,čáskadit,,,SSSg,292-c,,,,,,3,,
106-292-1,,106,292,časkadiđ,časkadiđ,,,InsSSk,292-c,,,,,,3,,
107-292-1,,107,292,čackkeed,čackkeed,,,SKosSk,292-c,,,,,,3,,
108-292-1,,108,292,čuacckte,čuacckte,,,WOLD,292-c,,,,,tʃuacːkte,3,,
102-292-1,,102,292,"jaakstit, jaaksahtit",jaakstit,,,WbWlap,292-d,,,,,,4,,
102-292-2,,102,292,"jaakstit, jaaksahtit",jaaksahtit,,,WbWlap,292-d,,,,,,4,,
104-292-1,,104,292,jákksat,jákksat,,,EZ,292-d,,,,,,4,,
105-292-2,,105,292,jáddadit,jáddadit,,,SSSg,292-d,,,,,,4,,
301-292-1,,301,292,madstʹems,madstʹems,,,MordWb,292-e,,,,madstʹems,mɑsːtʲems ,5,,
401-292-1,,401,292,jörtem,jörtem,,,SMSk;TscherWb,292-f,,,,jörtem,jørtem,6,,
701-292-1,,701,292,χariɣti,χariɣti,,,WogWb,292-g,,,,χariɣti,χɑriɣti ,7,,
601-292-1,,601,292,"elolt, kiolt",elolt,,,FMSz,292-h,,,,,"ɛlolt, kiolt",8,,
601-292-2,,601,292,"elolt, kiolt",kiolt,,,FMSz,292-h,,,,,"ɛlolt, kiolt",8,,
101-292-1,,101,292,jamhkelidh,jamhkelidh,,"Deriv. from ""jaemedh"" 'die'",NSsNdb,292-i,,,,,,9,,
101-293-1,,101,293,[Form not found],,,,NSsNdb,293-?,,,,,,?,[Form not found],
108-293-1,,108,293,[Form not found],,,,WOLD,293-?,,,,,,?,[Form not found],
208-293-1,,208,293,[Form not found],,,,InkmSk,293-?,,,,,,?,[Form not found],
501-293-1,,501,293,[Form not found],,,,SyrjWsch,293-?,,,,,,?,[Form not found],
504-293-1,,504,293,[Form not found],,,,WotjWsch,293-?,,,,,,?,[Form not found],
901-293-1,,901,293,[Form not found],,,,SlNgaRus,293-?,,,,,,?,[Form not found],
902-293-1,,902,293,[Form not found],,,,JurSWb,293-?,,,,,,?,[Form not found],
907-293-1,,907,293,[Form not found],,,,SolkWb,293-?,,,,,,?,[Form not found],
203-293-1,,203,293,"mutista, mumista",mutista,,Similar descriptive forms,JL,293-a,,,,,"mut̪ist̪ɑ, mumist̪ɑ",1,,
203-293-2,,203,293,"mutista, mumista",mumista,,Similar descriptive forms,JL,293-a,,,,,"mut̪ist̪ɑ, mumist̪ɑ",1,,
204-293-1,,204,293,mummettoa,mummettoa,,,KKSV,293-a,,,,,,1,,
210-293-1,,210,293,mõmiseda,mõmiseda,,,SVSk,293-a,,,,,mɣmisetɑ,1,,
207-293-1,,207,293,"burbutada, murmutada",burbutada,,,VVS,293-b,,,,,,2,"Cf. Rus ""bormotat'""",
207-293-2,,207,293,"burbutada, murmutada",murmutada,,,VVS,293-b,,,,,,2,"Cf. Rus ""bormotat'""",
209-293-1,,209,293,bomize̮ma,bomize̮ma,,,VKJMS,293-c,,,,bomize̮ma,bomizɤmɑ ,3,,
212-293-1,,212,293,"bumìkšə, buŕìkšə",bumìkšə,,Similar descriptive forms,LivWb,293-c,,,,,,3,,
212-293-2,,212,293,"bumìkšə, buŕìkšə",buŕìkšə,,Similar descriptive forms,LivWb,293-c,,,,,,3,,
105-293-1,,105,293,njálmmẹ siste hállat,njálmmẹ siste hállat,,,SSSg,293-d,,,,,,4,,Lit. 'speak inside (one's) mouth'
105-293-2,,105,293,cuhllat,cuhllat,,,SSSg,293-e,,,,,,5,,
102-293-1,,102,293,mùllardit,mùllardit,,,WbWlap,293-f,,,,,,6,,
104-293-1,,104,293,muldardit,muldardit,,,EZ,293-f,,,,,,6,,
106-293-1,,106,293,muli(j)diđ,mulidiđ,,,InsSSk,293-f,,,,,,6,,
107-293-1,,107,293,muälted,muälted,,,SKosSk,293-f,,,,,,6,,
301-293-1,,301,293,"motkodʹems, motordoms",motkodʹems,,,MordWb,293-g,,,,"motkodʹems, motordoms","motkodʲems, motordoms ",7,,
301-293-2,,301,293,"motkodʹems, motordoms",motordoms,,,MordWb,293-g,,,,"motkodʹems, motordoms","motkodʲems, motordoms ",7,,
401-293-1,,401,293,poŋgartə̑lem,poŋgartə̑lem,,,SMSk;TscherWb,293-h,,,,poŋgartə̑lem,poŋgɑrtə̠lem ,8,,
401-293-2,,401,293,pə̑čə̑matem,pə̑čə̑matem,,,SMSk;TscherWb,293-i,,,,pə̑čə̑matem,pə̠ʧə̠mɑtem,9,,
401-293-3,,401,293,tetelem,tetelem,,,SMSk;TscherWb,293-j,,,,tetelem,tetelem ,10,,
701-293-1,,701,293,lomɣi,lomɣi,,,WogWb,293-k,,,,lomɣi,lomɣi,11,,"'Crackle (fire), mumble'"
807-293-1,,807,293,mŏḷǝɣ-,mŏḷǝɣ-,,,DEWbOstj,293-l,,,,mŏḷəɣ-,mŏɭəɣ-,12,,
601-293-1,,601,293,motyog,motyog,,,FMSz,293-m,,,,,mocoɡ,13,,
211-293-1,,211,293,pobisõma,pobisõma,,,VESr,293-n,,,,,,14,,
503-293-1,,503,293,bobgi̮ni̮,bobgi̮ni̮,,Descriptive form,KoPRSl,293-o,,,,bobgi̮ni̮,bobgɯnɯ ,15,,
203-294-1,,203,294,[No equivalent],,,,JL,294-0,,,,,,0,[No equivalent],
207-294-1,,207,294,[No equivalent],,,"Cf. ""vunuk"" 'grandchild'",VVS,294-0,,,,,,0,[No equivalent],
101-294-1,,101,294,[Form not found],,,,NSsNdb,294-?,,,,,,?,[Form not found],
102-294-1,,102,294,[Form not found],,,,WbWlap,294-?,,,,,,?,[Form not found],
104-294-1,,104,294,[Form not found],,,,EZ,294-?,,,,,,?,[Form not found],
105-294-1,,105,294,[Form not found],,,,SSSg,294-?,,,,,,?,[Form not found],
106-294-1,,106,294,[Form not found],,,,InsSSk,294-?,,,,,,?,[Form not found],
107-294-1,,107,294,[Form not found],,,,SKosSk,294-?,,,,,,?,[Form not found],
204-294-1,,204,294,[Form not found],,,,KKSV,294-?,,,,,,?,[Form not found],
208-294-1,,208,294,[Form not found],,,,InkmSk,294-?,,,,,,?,[Form not found],
209-294-1,,209,294,[Form not found],,,,VKJMS,294-?,,,,,,?,[Form not found],
210-294-1,,210,294,[Form not found],,,,SVSk,294-?,,,,,,?,[Form not found],
211-294-1,,211,294,[Form not found],,,,VESr,294-?,,,,,,?,[Form not found],
212-294-1,,212,294,[Form not found],,,,LivWb,294-?,,,,,,?,[Form not found],
301-294-1,,301,294,[Form not found],,,,MordWb,294-?,,,,,,?,[Form not found],
